종목명,종목코드,현재가,전일비,등락률,거래량,거래대금,시장
안트로젠,065660,27200,,-6.37,37823,1028785600.0,KOSDAQ
골프존,215000,43250,,1.05,22405,969016250.0,KOSDAQ
CJ프레시웨이,051500,22850,,-0.65,69444,1586795400.0,KOSDAQ
세나테크놀로지,061090,48400,,15.93,189158,9155247200.0,KOSDAQ
유진기업,023410,3495,,-0.71,144413,504723435.0,KOSDAQ
나이스정보통신,036800,26950,,-3.23,22306,601146700.0,KOSDAQ
그린광학,0015G0,23000,,-4.96,187254,4306842000.0,KOSDAQ
링크솔루션,474650,46750,,-6.31,104622,4891078500.0,KOSDAQ
아이티켐,309710,21000,,0.0,0,0.0,KOSDAQ
이랜텍,054210,10610,,-6.27,374203,3970293830.0,KOSDAQ
KG에코솔루션,151860,5610,,-2.94,177383,995118630.0,KOSDAQ
에스엔시스,0008Z0,28250,,-5.36,100466,2838164500.0,KOSDAQ
엔케이젠바이오텍코리아,182400,3670,,0.0,0,0.0,KOSDAQ
나노팀,417010,13150,,-10.24,2620716,34462415400.0,KOSDAQ
매커스,093520,22250,,-3.47,27680,615880000.0,KOSDAQ
SKAI,357880,5080,,-5.4,4832858,24550918640.0,KOSDAQ
코칩,126730,30150,,-2.11,6655297,200657204550.0,KOSDAQ
삼미금속,012210,11890,,5.5,1152686,13705436540.0,KOSDAQ
피에이치에이,043370,12550,,-2.03,43976,551898800.0,KOSDAQ
유니슨,018000,1013,,1.6,2236421,2265494473.0,KOSDAQ
에이스테크,088800,3480,,-4.4,468419,1630098120.0,KOSDAQ
제이브이엠,054950,21700,,-2.03,77618,1684310600.0,KOSDAQ
제일일렉트릭,199820,11800,,-3.83,482246,5690502800.0,KOSDAQ
매일유업,267980,34200,,-0.29,6992,239126400.0,KOSDAQ
베뉴지,019010,5410,,1.31,156156,844803960.0,KOSDAQ
미래나노텍,095500,8370,,-2.79,113729,951911730.0,KOSDAQ
와이바이오로직스,338840,16890,,-3.76,105734,1785847260.0,KOSDAQ
아크릴,0007C0,32300,,6.25,713766,23054641800.0,KOSDAQ
티씨머티리얼즈,125020,7400,,-8.87,1880176,13913302400.0,KOSDAQ
케이엔제이,272110,32300,,-0.92,207582,6704898600.0,KOSDAQ
마이크로컨텍솔,098120,31000,,-7.05,164033,5085023000.0,KOSDAQ
그래피,318060,23050,,-5.53,151600,3494380000.0,KOSDAQ
비덴트,121800,3320,,0.0,0,0.0,KOSDAQ
라온로보틱스,232680,19530,,-9.58,1769904,34566225120.0,KOSDAQ
석경에이티,357550,46900,,-2.39,6445,302270500.0,KOSDAQ
한국알콜,017890,12000,,-2.2,77367,928404000.0,KOSDAQ
메쥬,0088M0,25750,,-9.65,186878,4812108500.0,KOSDAQ
JTC,950170,4910,,0.61,58432,286901120.0,KOSDAQ
큐에이드,377460,4080,,0.0,0,0.0,KOSDAQ
뷰웍스,100120,27900,,-1.76,42849,1195487100.0,KOSDAQ
에코앤드림,101360,14050,,-0.85,67481,948108050.0,KOSDAQ
에이치엠넥스,036170,4065,,-5.47,1377518,5599610670.0,KOSDAQ
재영솔루텍,049630,10650,,-3.09,435655,4639725750.0,KOSDAQ
큐리오시스,494120,32550,,-13.2,464394,15116024700.0,KOSDAQ
폰드그룹,472850,4295,,-2.28,50132,215316940.0,KOSDAQ
소룩스,290690,5010,,-9.24,2524753,12649012530.0,KOSDAQ
갤럭시아머니트리,094480,6300,,-2.33,268396,1690894800.0,KOSDAQ
인터플렉스,051370,10560,,-3.74,175864,1857123840.0,KOSDAQ
나무가,190510,17480,,-1.47,59953,1047978440.0,KOSDAQ
한국캐피탈,023760,778,,-1.02,323310,251535180.0,KOSDAQ
와이엠티,251370,13600,,-6.01,227534,3094462400.0,KOSDAQ
오로스테크놀로지,322310,26100,,-3.87,384018,10022869800.0,KOSDAQ
SAMG엔터,419530,24150,,-4.73,101984,2462913600.0,KOSDAQ
나이벡,138610,21200,,-4.93,56256,1192627200.0,KOSDAQ
쿠콘,294570,23850,,0.0,25532,608938200.0,KOSDAQ
바디텍메드,206640,10930,,0.92,38111,416553230.0,KOSDAQ
스맥,099440,3505,,-7.15,835171,2927274355.0,KOSDAQ
아스플로,159010,17860,,-6.83,374324,6685426640.0,KOSDAQ
지앤비에스 에코,382800,7460,,-2.48,893280,6663868800.0,KOSDAQ
솔트룩스,304100,18800,,2.12,317612,5971105600.0,KOSDAQ
그린리소스,402490,13880,,-9.1,564405,7833941400.0,KOSDAQ
HLB테라퓨틱스,115450,2650,,-4.85,590746,1565476900.0,KOSDAQ
세보엠이씨,011560,22600,,-1.95,63698,1439574800.0,KOSDAQ
마녀공장,439090,14220,,-5.64,119550,1700001000.0,KOSDAQ
대화제약,067080,12520,,-0.87,46405,580990600.0,KOSDAQ
인터로조,119610,20400,,-1.45,97652,1992100800.0,KOSDAQ
아나패스,123860,19030,,2.98,370555,7051661650.0,KOSDAQ
바이오니아,064550,8920,,-3.25,147941,1319633720.0,KOSDAQ
AP위성,211270,15260,,-5.57,263271,4017515460.0,KOSDAQ
케이티알파,036030,4680,,0.32,54650,255762000.0,KOSDAQ
제이오,418550,7130,,-6.18,439269,3131987970.0,KOSDAQ
티엑스알로보틱스,484810,14750,,-2.83,38221,563759750.0,KOSDAQ
퀄리타스반도체,432720,16060,,-6.3,454095,7292765700.0,KOSDAQ
에스오에스랩,464080,12640,,-2.09,269520,3406732800.0,KOSDAQ
SG,255220,2070,,-1.66,1151350,2383294500.0,KOSDAQ
대아티아이,045390,3210,,-3.46,734640,2358194400.0,KOSDAQ
새로닉스,042600,18090,,-1.15,72189,1305899010.0,KOSDAQ
텔레칩스,054450,14710,,-4.48,304161,4474208310.0,KOSDAQ
에스투더블유,488280,20550,,-10.65,225488,4633778400.0,KOSDAQ
디엔에프,092070,19100,,-3.34,141072,2694475200.0,KOSDAQ
아이스크림미디어,461300,16550,,-3.1,89391,1479421050.0,KOSDAQ
큐알티,405100,17870,,-6.0,98191,1754673170.0,KOSDAQ
엘오티베큠,083310,12330,,-6.52,171599,2115815670.0,KOSDAQ
디지털대성,068930,7930,,-1.49,62834,498273620.0,KOSDAQ
메가터치,446540,7540,,-11.5,515224,3884788960.0,KOSDAQ
BGF에코머티리얼즈,126600,3490,,-2.51,197887,690625630.0,KOSDAQ
한국정보인증,053300,5390,,-3.23,182851,985566890.0,KOSDAQ
KBI메탈,024840,5370,,-9.6,2643350,14194789500.0,KOSDAQ
헥토이노베이션,214180,16700,,-1.18,62922,1050797400.0,KOSDAQ
대원산업,005710,10820,,-2.52,18707,202409740.0,KOSDAQ
라온텍,418420,7020,,-20.59,1836363,12891268260.0,KOSDAQ
윤성에프앤씨,372170,27000,,-3.91,24509,661743000.0,KOSDAQ
동원개발,013120,2365,,0.0,117213,277208745.0,KOSDAQ
아바텍,149950,15700,,0.13,2825164,44355074800.0,KOSDAQ
제테마,216080,5690,,9.85,1998423,11371026870.0,KOSDAQ
유비쿼스홀딩스,078070,12050,,-2.74,78838,949997900.0,KOSDAQ
일진파워,094820,14060,,-3.83,303025,4260531500.0,KOSDAQ
코난테크놀로지,402030,16930,,6.81,150438,2546915340.0,KOSDAQ
해성산업,034810,6700,,-1.9,34361,230218700.0,KOSDAQ
이지바이오,353810,6370,,-1.85,269532,1716918840.0,KOSDAQ
티움바이오,321550,7010,,-3.58,486287,3408871870.0,KOSDAQ
서호전기,065710,40800,,-2.86,26848,1095398400.0,KOSDAQ
한국비엔씨,256840,3065,,-4.52,483454,1481786510.0,KOSDAQ
클리오,237880,11540,,3.41,65247,752950380.0,KOSDAQ
옵티코어,380540,8450,,0.0,0,0.0,KOSDAQ
바이오솔루션,086820,7930,,-1.49,351613,2788291090.0,KOSDAQ
우진엔텍,457550,22050,,-3.92,73755,1626297750.0,KOSDAQ
와이솔,122990,7690,,-0.77,188493,1449511170.0,KOSDAQ
하이비젼시스템,126700,13690,,-2.56,150807,2064547830.0,KOSDAQ
제노코,361390,21000,,-6.67,190153,3993213000.0,KOSDAQ
폴라리스오피스,041020,4110,,-1.32,1372958,5642857380.0,KOSDAQ
엘케이켐,489500,31950,,-7.12,100281,3203977950.0,KOSDAQ
앤로보틱스,138360,2650,,-4.16,907099,2403812350.0,KOSDAQ
아이텍,119830,7740,,-4.09,671322,5196032280.0,KOSDAQ
코텍,052330,11460,,-1.04,31891,365470860.0,KOSDAQ
어보브반도체,102120,11390,,-4.92,377894,4304212660.0,KOSDAQ
에이유브랜즈,481070,14030,,0.0,22052,309389560.0,KOSDAQ
KZ정밀,036560,12750,,-0.93,12755,162626250.0,KOSDAQ
슈피겐코리아,192440,32150,,-0.16,17875,574681250.0,KOSDAQ
듀켐바이오,176750,7010,,-4.76,17786,124679860.0,KOSDAQ
디오,039840,14880,,-3.94,37794,562374720.0,KOSDAQ
대양전기공업,108380,20750,,-5.03,51667,1072090250.0,KOSDAQ
케이씨에스,115500,16500,,-5.12,1186740,19581210000.0,KOSDAQ
케이엔알시스템,199430,17750,,-6.73,85205,1512388750.0,KOSDAQ
루미르,474170,11100,,-9.83,293807,3261257700.0,KOSDAQ
나노,187790,6410,,-4.75,518808,3325559280.0,KOSDAQ
아바코,083930,13420,,-3.1,137450,1844579000.0,KOSDAQ
이랜시스,264850,6490,,-2.41,602819,3912295310.0,KOSDAQ
데브시스터즈,194480,16190,,-0.86,50816,822711040.0,KOSDAQ
더즌,462860,2735,,-1.44,314694,860688090.0,KOSDAQ
피델릭스,032580,5890,,-13.51,3441954,20273109060.0,KOSDAQ
코아스템켐온,166480,3670,,-9.61,1561314,5730022380.0,KOSDAQ
골프존홀딩스,121440,4495,,-2.6,34453,154866235.0,KOSDAQ
와이제이링크,209640,6750,,-5.86,1219763,8233400250.0,KOSDAQ
유비쿼스,264450,13090,,-1.13,107753,1410486770.0,KOSDAQ
국보디자인,066620,25500,,2.62,22660,577830000.0,KOSDAQ
코리아에프티,123410,6860,,-1.29,182863,1254440180.0,KOSDAQ
나노엔텍,039860,5010,,-1.76,322060,1613520600.0,KOSDAQ
피아이이,452450,5280,,-3.3,208356,1100119680.0,KOSDAQ
도우인시스,484120,17350,,-5.4,19854,344466900.0,KOSDAQ
파워넷,037030,7440,,3.33,2044200,15208848000.0,KOSDAQ
오로라,039830,17630,,0.17,137977,2432534510.0,KOSDAQ
나우IB,293580,1998,,-0.1,11510692,22998362616.0,KOSDAQ
잉글우드랩,950140,9460,,-2.37,28609,270641140.0,KOSDAQ
현대사료,016790,994,,0.0,0,0.0,KOSDAQ
흥구석유,024060,12480,,-7.9,2071092,25847228160.0,KOSDAQ
금화피에스시,036190,31200,,-1.42,13427,418922400.0,KOSDAQ
엠디바이스,226590,17430,,-6.14,229571,4001422530.0,KOSDAQ
지투파워,388050,9980,,-4.31,652041,6507369180.0,KOSDAQ
비씨엔씨,146320,14540,,-0.34,87214,1268091560.0,KOSDAQ
인피니트헬스케어,071200,7620,,-1.3,78557,598604340.0,KOSDAQ
유성티엔에스,024800,5000,,-16.39,1873511,9367555000.0,KOSDAQ
모트렉스,118990,7520,,-4.08,197119,1482334880.0,KOSDAQ
엠플러스,259630,15000,,-1.9,264824,3972360000.0,KOSDAQ
CMG제약,058820,1236,,-3.13,1504895,1860050220.0,KOSDAQ
아이패밀리에스씨,114840,10490,,4.38,153961,1615050890.0,KOSDAQ
제닉,123330,22750,,-0.87,243590,5541672500.0,KOSDAQ
모두투어,080160,9580,,-1.74,88040,843423200.0,KOSDAQ
플리토,300080,10950,,29.89,49975,547226250.0,KOSDAQ
성우,458650,12000,,-6.98,154316,1851792000.0,KOSDAQ
우림피티에스,101170,13290,,0.3,280427,3726874830.0,KOSDAQ
풍원정밀,371950,7910,,1.41,71380,564615800.0,KOSDAQ
네오위즈홀딩스,042420,22000,,-1.35,12151,267322000.0,KOSDAQ
에브리봇,270660,14100,,-3.95,39497,556907700.0,KOSDAQ
GC메디아이,032620,3400,,-2.16,256126,870828400.0,KOSDAQ
액스비스,0011A0,19010,,-6.58,120324,2287359240.0,KOSDAQ
한국첨단소재,062970,3105,,2.64,5557586,17256304530.0,KOSDAQ
더핑크퐁컴퍼니,403850,12310,,-1.52,43013,529490030.0,KOSDAQ
뉴로핏,380550,14480,,-4.17,237066,3432715680.0,KOSDAQ
퓨릿,445180,10250,,-6.48,102236,1047919000.0,KOSDAQ
지구홀딩스,221800,10700,,-2.46,126726,1355968200.0,KOSDAQ
동양이엔피,079960,22200,,-2.63,68159,1513129800.0,KOSDAQ
제룡산업,147830,8720,,-3.0,347625,3031290000.0,KOSDAQ
노바텍,285490,16440,,-6.43,98539,1619981160.0,KOSDAQ
리파인,377450,10020,,-4.11,68469,686059380.0,KOSDAQ
중앙첨단소재,051980,1563,,-6.24,1972925,3083681775.0,KOSDAQ
알에스오토메이션,140670,13460,,-3.93,241555,3251330300.0,KOSDAQ
나인테크,267320,2995,,-2.76,932839,2793852805.0,KOSDAQ
이크레더블,092130,14220,,0.14,12048,171322560.0,KOSDAQ
아이디스,143160,15960,,-2.62,16510,263499600.0,KOSDAQ
녹십자웰빙,234690,9470,,-5.3,207889,1968708830.0,KOSDAQ
티케이케미칼,104480,1870,,-4.4,598357,1118927590.0,KOSDAQ
에이비온,203400,1883,,-5.85,792199,1491710717.0,KOSDAQ
유니트론텍,142210,8170,,3.55,1738733,14205448610.0,KOSDAQ
아모그린텍,125210,10260,,-5.09,393348,4035750480.0,KOSDAQ
누리플렉스,040160,14030,,3.62,61492,862732760.0,KOSDAQ
파워로직스,047310,4600,,-4.66,234113,1076919800.0,KOSDAQ
압타바이오,293780,5990,,-4.62,110102,659510980.0,KOSDAQ
푸른저축은행,007330,11150,,0.45,16109,179615350.0,KOSDAQ
쇼박스,086980,2665,,-2.74,383238,1021329270.0,KOSDAQ
제넥신,095700,3660,,-5.06,260041,951750060.0,KOSDAQ
다산네트웍스,039560,3860,,-0.52,375158,1448109880.0,KOSDAQ
에프엔에스테크,083500,19200,,-6.11,278322,5343782400.0,KOSDAQ
쎌바이오텍,049960,17500,,-3.37,20430,357525000.0,KOSDAQ
웨이비스,289930,12490,,-5.16,185615,2318331350.0,KOSDAQ
코윈테크,282880,14030,,-3.57,81817,1147892510.0,KOSDAQ
레드캡투어,038390,9800,,-0.41,31044,304231200.0,KOSDAQ
인선이엔티,060150,3595,,-4.39,251605,904519975.0,KOSDAQ
케이엔솔,053080,12570,,-5.49,180686,2271223020.0,KOSDAQ
이노테크,469610,18260,,-2.56,61815,1128741900.0,KOSDAQ
코메론,049430,18000,,-3.95,21523,387414000.0,KOSDAQ
코스맥스엔비티,222040,7870,,0.77,224055,1763312850.0,KOSDAQ
케이에스피,073010,4010,,-4.41,559931,2245323310.0,KOSDAQ
센서뷰,321370,3115,,-7.57,2400437,7477361255.0,KOSDAQ
SV인베스트먼트,289080,2670,,-1.29,2505177,6688822590.0,KOSDAQ
우양에이치씨,101970,10850,,-1.18,23936,259705600.0,KOSDAQ
경동제약,011040,5210,,-0.38,18915,98547150.0,KOSDAQ
대한약품,023910,26700,,-1.29,17034,454807800.0,KOSDAQ
사람인,143240,14880,,-2.62,11779,175271520.0,KOSDAQ
버킷스튜디오,066410,1153,,0.0,0,0.0,KOSDAQ
매일홀딩스,005990,12000,,-3.85,4398,52776000.0,KOSDAQ
코다코,046070,10280,,0.0,0,0.0,KOSDAQ
시너지이노베이션,048870,1785,,-3.88,201221,359179485.0,KOSDAQ
아가방컴퍼니,013990,4780,,-4.11,424452,2028880560.0,KOSDAQ
KG파이낸셜,046440,4135,,-2.93,139389,576373515.0,KOSDAQ
핑거,163730,16700,,-2.22,225274,3762075800.0,KOSDAQ
켐트로스,220260,4895,,-5.14,244150,1195114250.0,KOSDAQ
씨앤지하이테크,264660,16110,,-5.12,152740,2460641400.0,KOSDAQ
아비코전자,036010,11780,,-12.29,768021,9047287380.0,KOSDAQ
엠아이텍,179290,4835,,-3.88,145812,705001020.0,KOSDAQ
에스앤디,260970,54000,,-3.57,37526,2026404000.0,KOSDAQ
아진엑스텍,059120,8520,,-5.54,554971,4728352920.0,KOSDAQ
하나기술,299030,19510,,-4.6,30922,603288220.0,KOSDAQ
아톤,158430,6370,,-3.63,510117,3249445290.0,KOSDAQ
현대에버다임,041440,8720,,7.39,334754,2919054880.0,KOSDAQ
아이디스홀딩스,054800,14960,,-2.22,11455,171366800.0,KOSDAQ
지아이에스,306620,3215,,-4.74,2074476,6669440340.0,KOSDAQ
넥스트칩,396270,4675,,7.84,1687924,7891044700.0,KOSDAQ
오늘이엔엠,192410,6100,,-4.69,149023,909040300.0,KOSDAQ
노머스,473980,13850,,-3.62,77765,1077045250.0,KOSDAQ
원준,382840,10010,,-0.3,5491620,54971116200.0,KOSDAQ
시지메드텍,056090,1479,,0.0,873645,1292120955.0,KOSDAQ
제닉스로보틱스,381620,11610,,-5.3,603718,7009165980.0,KOSDAQ
엔알비,475230,13940,,-2.38,61294,854438360.0,KOSDAQ
케이엔더블유,105330,9460,,-0.53,61574,582490040.0,KOSDAQ
한컴위드,054920,5370,,-3.24,596912,3205417440.0,KOSDAQ
세명전기,017510,9890,,-4.63,522748,5169977720.0,KOSDAQ
RF시스템즈,474610,10530,,-16.89,543664,5724781920.0,KOSDAQ
국전,307750,2790,,-6.06,375576,1047857040.0,KOSDAQ
티쓰리,204610,2705,,-0.18,292688,791721040.0,KOSDAQ
대동기어,008830,16710,,0.91,96770,1617026700.0,KOSDAQ
안국약품,001540,11500,,5.12,328879,3782108500.0,KOSDAQ
멀티캠퍼스,067280,25200,,-1.56,11769,296578800.0,KOSDAQ
톱텍,108230,3925,,-2.36,73590,288840750.0,KOSDAQ
하이텍팜,106190,14000,,-2.51,120808,1691312000.0,KOSDAQ
메가스터디,072870,12440,,-2.43,38486,478765840.0,KOSDAQ
에이티넘인베스트,021080,3055,,0.83,464342,1418564810.0,KOSDAQ
HB솔루션,297890,1998,,-4.63,484400,967831200.0,KOSDAQ
라이콤,388790,4735,,-4.63,1486045,7036423075.0,KOSDAQ
지니언스,263860,15940,,-0.25,110077,1754627380.0,KOSDAQ
그리드위즈,453450,18170,,-1.68,56929,1034399930.0,KOSDAQ
동방메디컬,240550,6880,,-7.03,309030,2126126400.0,KOSDAQ
테라뷰,950250,4055,,-1.93,1672866,6783471630.0,KOSDAQ
아모센스,357580,12210,,-9.29,181258,2213160180.0,KOSDAQ
삼보모터스,053700,5650,,2.91,565707,3196244550.0,KOSDAQ
삼보판지,023600,8960,,-0.55,20211,181090560.0,KOSDAQ
지씨지놈,340450,6020,,-8.65,368158,2216311160.0,KOSDAQ
프레스티지바이오로직스,334970,1826,,-2.87,97862,178696012.0,KOSDAQ
이수앱지스,086890,3480,,-2.79,364203,1267426440.0,KOSDAQ
비엠티,086670,14270,,-2.19,102797,1466913190.0,KOSDAQ
성도이엔지,037350,9310,,-5.86,249477,2322630870.0,KOSDAQ
DMS,068790,6270,,-4.86,127047,796584690.0,KOSDAQ
엔비알모션,0004V0,13600,,-6.01,926417,12599271200.0,KOSDAQ
인포바인,115310,8860,,-5.54,37476,332037360.0,KOSDAQ
마크로젠,038290,12990,,1.33,54599,709241010.0,KOSDAQ
메쎄이상,408920,3255,,1.09,45331,147552405.0,KOSDAQ
빅솔론,093190,7300,,-3.69,30953,225956900.0,KOSDAQ
넵튠,217270,3005,,-2.28,49077,147476385.0,KOSDAQ
동국산업,005160,2585,,-3.18,137193,354643905.0,KOSDAQ
씨에스베어링,297090,5130,,-3.39,173013,887556690.0,KOSDAQ
케이알엠,093640,4280,,-0.47,152025,650667000.0,KOSDAQ
세경하이테크,148150,3930,,-4.84,145143,570411990.0,KOSDAQ
셀레믹스,331920,17090,,0.23,125397,2143034730.0,KOSDAQ
비보존 제약,082800,2285,,-4.99,506083,1156399655.0,KOSDAQ
고려신용정보,049720,9690,,0.21,32887,318675030.0,KOSDAQ
한빛레이저,452190,5790,,-7.8,1061956,6148725240.0,KOSDAQ
네오오토,212560,11710,,-16.0,439455,5146018050.0,KOSDAQ
액트로,290740,13650,,-3.53,60827,830288550.0,KOSDAQ
KX,122450,3065,,2.51,73190,224327350.0,KOSDAQ
세아메카닉스,396300,5180,,-7.66,1307773,6774264140.0,KOSDAQ
LS티라유텍,322180,6550,,-4.66,296644,1943018200.0,KOSDAQ
동아엘텍,088130,7800,,-6.36,360177,2809380600.0,KOSDAQ
우리넷,115440,12590,,-3.45,387534,4879053060.0,KOSDAQ
이스트소프트,047560,11560,,0.7,114590,1324660400.0,KOSDAQ
신화프리텍,095190,2075,,-5.68,330074,684903550.0,KOSDAQ
원익,032940,7390,,-6.46,117377,867416030.0,KOSDAQ
박셀바이오,323990,5740,,-2.71,99899,573420260.0,KOSDAQ
에스텍,069510,12220,,-4.31,24052,293915440.0,KOSDAQ
선광,003100,20150,,-3.59,47183,950737450.0,KOSDAQ
피에스텍,002230,7070,,-3.02,208390,1473317300.0,KOSDAQ
윈스테크넷,136540,10760,,-1.56,33484,360287840.0,KOSDAQ
시스웍,269620,889,,0.0,0,0.0,KOSDAQ
MDS테크,086960,3215,,0.94,2763567,8884867905.0,KOSDAQ
에스와이스틸텍,365330,2625,,-4.2,884588,2322043500.0,KOSDAQ
다원넥스뷰,323350,16360,,-9.86,181640,2971630400.0,KOSDAQ
일승,333430,4215,,-4.2,81873,345094695.0,KOSDAQ
킵스파마,256940,6440,,-3.16,52260,336554400.0,KOSDAQ
가온그룹,078890,6980,,-3.46,518906,3621963880.0,KOSDAQ
모다이노칩,080420,1610,,-5.01,40826,65729860.0,KOSDAQ
도이치모터스,067990,4380,,-0.23,129886,568900680.0,KOSDAQ
YTN,040300,2680,,-1.29,89521,239916280.0,KOSDAQ
새빗켐,107600,22650,,-5.62,23325,528311250.0,KOSDAQ
폴레드,487580,5070,,-11.83,1733573,8789215110.0,KOSDAQ
디에스케이,109740,4955,,8.54,49359,244573845.0,KOSDAQ
공구우먼,366030,5610,,5.65,183150,1027471500.0,KOSDAQ
현대이지웰,090850,5650,,8.24,384214,2170809100.0,KOSDAQ
탑런토탈솔루션,336680,3240,,-4.85,40394,130876560.0,KOSDAQ
팜스토리,027710,1132,,-4.15,814968,922543776.0,KOSDAQ
파세코,037070,6290,,-3.82,109498,688742420.0,KOSDAQ
코맥스,036690,2885,,0.0,0,0.0,KOSDAQ
뷰노,338220,8970,,-6.07,112245,1006837650.0,KOSDAQ
레이저쎌,412350,8700,,-4.92,512560,4459272000.0,KOSDAQ
에이엘티,172670,14010,,-11.27,263441,3690808410.0,KOSDAQ
컴퍼니케이,307930,8000,,-2.32,341230,2729840000.0,KOSDAQ
KT나스미디어,089600,10790,,-0.28,14781,159486990.0,KOSDAQ
엘앤케이바이오,156100,5570,,-3.63,170719,950904830.0,KOSDAQ
넥써쓰,205500,1940,,0.78,646115,1253463100.0,KOSDAQ
엑스페릭스,317770,3400,,12.4,7385762,25111590800.0,KOSDAQ
삼영엠텍,054540,9540,,-4.6,154610,1474979400.0,KOSDAQ
아우토크립트,331740,12710,,1.76,63803,810936130.0,KOSDAQ
로체시스템즈,071280,8100,,-3.91,91738,743077800.0,KOSDAQ
에이럭스,475580,9070,,-1.31,625001,5668759070.0,KOSDAQ
엠에스오토텍,123040,1972,,-1.3,250780,494538160.0,KOSDAQ
엑셈,205100,1741,,0.17,715855,1246303555.0,KOSDAQ
야스,255440,9400,,-1.16,52873,497006200.0,KOSDAQ
아진산업,013310,3160,,-4.53,870649,2751250840.0,KOSDAQ
지어소프트,051160,7880,,-0.51,86039,677987320.0,KOSDAQ
드림씨아이에스,223250,4950,,-6.6,325721,1612318950.0,KOSDAQ
동구바이오제약,006620,4270,,-1.84,269009,1148668430.0,KOSDAQ
이엘씨,041520,9960,,-4.41,118929,1184532840.0,KOSDAQ
폴라리스AI,039980,8430,,1.08,987614,8325586020.0,KOSDAQ
메드팩토,235980,3530,,-5.74,238192,840817760.0,KOSDAQ
원익피앤이,217820,2545,,-6.78,431838,1099027710.0,KOSDAQ
KX하이텍,052900,1738,,-6.86,3745602,6509856276.0,KOSDAQ
NICE인프라,063570,3510,,-3.57,122504,429989040.0,KOSDAQ
대성하이텍,129920,7360,,-2.9,239790,1764854400.0,KOSDAQ
싸이닉솔루션,234030,5060,,-2.88,178501,903215060.0,KOSDAQ
포바이포,389140,8370,,20.43,5378595,45018840150.0,KOSDAQ
제이아이테크,417500,3640,,-4.46,347557,1265107480.0,KOSDAQ
디알텍,214680,1419,,-3.6,500863,710724597.0,KOSDAQ
아이에스티이,212710,12280,,-3.91,366862,4505065360.0,KOSDAQ
현대바이오랜드,052260,3930,,-1.26,83736,329082480.0,KOSDAQ
미래컴퍼니,049950,13360,,-5.38,59263,791753680.0,KOSDAQ
모비스,250060,3650,,-4.33,414886,1514333900.0,KOSDAQ
유아이엘,049520,3805,,0.0,91990,350021950.0,KOSDAQ
LK삼양,225190,1665,,-7.65,1247817,2077615305.0,KOSDAQ
와이엔텍,067900,6440,,-2.28,41883,269726520.0,KOSDAQ
지니너스,389030,3480,,-6.83,651842,2268410160.0,KOSDAQ
한성크린텍,066980,2245,,-4.67,5998920,13467575400.0,KOSDAQ
워트,396470,7210,,-8.39,322422,2324662620.0,KOSDAQ
뉴프렉스,085670,4740,,-3.27,236720,1122052800.0,KOSDAQ
플래스크,041590,2370,,0.0,0,0.0,KOSDAQ
디앤씨미디어,263720,9340,,-2.81,32944,307696960.0,KOSDAQ
라온시큐어,042510,10400,,-4.85,344402,3581780800.0,KOSDAQ
NH농우바이오,054050,7180,,-0.28,44373,318598140.0,KOSDAQ
코데즈컴바인,047770,3040,,-1.94,516385,1569810400.0,KOSDAQ
비아트론,141000,9490,,-1.76,177189,1681523610.0,KOSDAQ
LB인베스트먼트,309960,4950,,0.41,1406008,6959739600.0,KOSDAQ
이엔셀,456070,10420,,-5.19,115832,1206969440.0,KOSDAQ
애니플러스,310200,2200,,-4.14,208273,458200600.0,KOSDAQ
탑머티리얼,360070,13980,,-3.79,33329,465939420.0,KOSDAQ
동신건설,025950,13620,,0.22,29308,399174960.0,KOSDAQ
로보로보,215100,5620,,-2.77,258772,1454298640.0,KOSDAQ
레이언스,228850,6860,,-0.44,17106,117347160.0,KOSDAQ
KCC건설,021320,5310,,-3.45,48790,259074900.0,KOSDAQ
아이로보틱스,066430,2900,,-7.2,1597910,4633939000.0,KOSDAQ
세종텔레콤,036630,11330,,-0.35,67417,763834610.0,KOSDAQ
한일사료,005860,2875,,-6.05,762640,2192590000.0,KOSDAQ
아이비김영,339950,2520,,-2.7,131833,332219160.0,KOSDAQ
코아시아,045970,4300,,-1.94,181893,782139900.0,KOSDAQ
빅텍,065450,3830,,-5.2,689305,2640038150.0,KOSDAQ
옵투스제약,131030,6400,,-4.05,210656,1348198400.0,KOSDAQ
와이즈넛,096250,8600,,3.74,231357,1989670200.0,KOSDAQ
제이엘케이,322510,4375,,-6.52,244098,1067928750.0,KOSDAQ
진로발효,018120,16980,,-0.64,4944,83949120.0,KOSDAQ
금강철강,053260,5990,,3.28,269018,1611417820.0,KOSDAQ
엠에스씨,009780,6350,,-1.85,73550,467042500.0,KOSDAQ
스톤브릿지벤처스,330730,6130,,-2.39,157050,962716500.0,KOSDAQ
광무,029480,1864,,-1.64,205822,383652208.0,KOSDAQ
아이앤씨,052860,6230,,0.81,65778,409796940.0,KOSDAQ
아미코젠,092040,1575,,-3.31,466048,734025600.0,KOSDAQ
에스와이,109610,2270,,-2.37,259636,589373720.0,KOSDAQ
인벤테라,0007J0,14070,,-8.52,92509,1301601630.0,KOSDAQ
금양그린파워,282720,9130,,-5.49,151537,1383532810.0,KOSDAQ
큐에스아이,066310,11930,,-4.64,205288,2449085840.0,KOSDAQ
지에프아이,493330,14360,,-10.47,67868,974584480.0,KOSDAQ
